-3.104999999999999679e-08 7.598510000000000455e-07
-1.925529999999999905e-07 2.645230000000000083e-06
-5.804639999999999493e-07 4.331030000000000104e-06
-1.276629999999999964e-06 7.453430000000000058e-06
-2.668389999999999875e-06 1.802599999999999987e-05
-5.796060000000000034e-06 4.143119999999999729e-05
-1.207980000000000079e-05 7.460010000000000426e-05
-2.216880000000000025e-05 1.014580000000000034e-04
-3.469709999999999684e-05 1.058809999999999981e-04
-4.587360000000000070e-05 7.882900000000000031e-05
-4.979649999999999664e-05 1.755939999999999996e-05
-3.988949999999999815e-05 -6.274220000000000383e-05
-1.216940000000000075e-05 -1.332609999999999969e-04
3.132720000000000052e-05 -1.763249999999999898e-04
8.199500000000000354e-05 -1.998919999999999896e-04
1.277949999999999919e-04 -2.258050000000000107e-04
1.580569999999999946e-04 -2.661590000000000245e-04
1.673900000000000084e-04 -3.105669999999999828e-04
1.568709999999999961e-04 -3.285049999999999863e-04
1.315359999999999956e-04 -2.821880000000000026e-04
9.553620000000000189e-05 -1.577279999999999915e-04
4.923350000000000220e-05 9.380119999999999902e-06
-9.024279999999999596e-06 1.632270000000000010e-04
-7.858599999999999603e-05 2.768289999999999748e-04
-1.530029999999999986e-04 3.551939999999999742e-04
-2.190930000000000113e-04 4.070739999999999992e-04
-2.602869999999999967e-04 4.353399999999999891e-04
-2.645030000000000254e-04 4.409700000000000013e-04
-2.317420000000000048e-04 4.247090000000000023e-04
-1.747220000000000121e-04 3.883439999999999939e-04
-1.111860000000000024e-04 3.269890000000000231e-04
-5.335590000000000189e-05 2.181759999999999928e-04
-2.641679999999999922e-06 5.028009999999999993e-05
4.647970000000000156e-05 -1.462679999999999894e-04
9.880709999999999797e-05 -3.312790000000000244e-04
1.549610000000000093e-04 -4.824769999999999818e-04
2.120169999999999997e-04 -5.856280000000000383e-04
2.636539999999999934e-04 -6.324510000000000201e-04
2.998389999999999866e-04 -6.264019999999999701e-04
3.092799999999999933e-04 -5.788819999999999643e-04
2.847220000000000024e-04 -5.026969999999999746e-04
2.270689999999999905e-04 -4.018429999999999810e-04
1.448540000000000060e-04 -2.705949999999999935e-04
5.025509999999999933e-05 -1.096420000000000050e-04
-4.499570000000000018e-05 7.453500000000000381e-05
-1.321130000000000004e-04 2.694409999999999839e-04
-2.055659999999999898e-04 4.458910000000000174e-04
-2.614480000000000081e-04 5.682489999999999460e-04
-2.959719999999999777e-04 6.221659999999999517e-04
-3.061340000000000068e-04 6.286570000000000222e-04
-2.916659999999999956e-04 6.156440000000000436e-04
-2.555120000000000026e-04 5.795489999999999496e-04
-2.022229999999999915e-04 4.885539999999999848e-04
-1.361400000000000078e-04 3.155750000000000135e-04
-6.081340000000000291e-05 8.122510000000000266e-05
2.063729999999999975e-05 -1.540430000000000022e-04
1.062319999999999953e-04 -3.637569999999999801e-04
1.957480000000000103e-04 -5.584159999999999471e-04
2.865449999999999746e-04 -7.253760000000000156e-04
3.672249999999999950e-04 -8.303769999999999814e-04
4.182359999999999984e-04 -8.348329999999999943e-04
4.208370000000000231e-04 -7.206969999999999609e-04
3.670249999999999901e-04 -5.289309999999999541e-04
2.628209999999999965e-04 -3.235590000000000102e-04
1.236300000000000072e-04 -1.311739999999999879e-04
-3.228240000000000113e-05 7.279390000000000112e-05
-1.863719999999999971e-04 3.211980000000000239e-04
-3.195119999999999861e-04 5.947669999999999520e-04
-4.142570000000000150e-04 8.256440000000000523e-04
-4.610659999999999932e-04 9.512389999999999908e-04
-4.619860000000000047e-04 9.521490000000000075e-04
-4.255870000000000031e-04 8.469670000000000106e-04
-3.571100000000000012e-04 6.624559999999999607e-04
-2.546949999999999865e-04 4.128590000000000124e-04
-1.159890000000000037e-04 9.771800000000000191e-05
5.234669999999999807e-05 -2.728109999999999737e-04
2.317350000000000031e-04 -6.419060000000000304e-04
3.970439999999999885e-04 -9.250709999999999662e-04
5.249500000000000477e-04 -1.071310000000000014e-03
5.984029999999999558e-04 -1.078659999999999949e-03
6.051369999999999492e-04 -9.719870000000000029e-04
5.361089999999999996e-04 -7.800199999999999755e-04
3.902830000000000036e-04 -5.273619999999999697e-04
1.818909999999999971e-04 -2.043620000000000061e-04
-5.949640000000000180e-05 2.001069999999999867e-04
-2.965220000000000182e-04 6.141420000000000299e-04
-4.939649999999999640e-04 9.459800000000000196e-04
-6.273830000000000205e-04 1.142149999999999979e-03
-6.854250000000000316e-04 1.189409999999999903e-03
-6.653069999999999644e-04 1.111709999999999912e-03
-5.682039999999999964e-04 9.304240000000000080e-04
-3.999380000000000187e-04 6.379689999999999493e-04
-1.754310000000000082e-04 2.243690000000000062e-04
7.996800000000000414e-05 -2.977389999999999898e-04
3.360649999999999749e-04 -8.535930000000000384e-04
5.635209999999999872e-04 -1.273119999999999981e-03
7.343340000000000067e-04 -1.426699999999999930e-03
8.214459999999999817e-04 -1.319489999999999986e-03
8.011169999999999533e-04 -1.046379999999999966e-03
6.590730000000000373e-04 -7.114260000000000288e-04
3.997699999999999756e-04 -3.330019999999999942e-04
5.470260000000000037e-05 1.146920000000000057e-04
-3.163899999999999981e-04 5.969140000000000383e-04
-6.399609999999999804e-04 1.049229999999999954e-03
-8.572099999999999598e-04 1.407070000000000065e-03
-9.442209999999999709e-04 1.570500000000000064e-03
-9.061209999999999664e-04 1.464170000000000098e-03
-7.556429999999999614e-04 1.070060000000000065e-03
-5.001489999999999712e-04 4.499729999999999962e-04
-1.503449999999999980e-04 -2.429350000000000042e-04
2.618949999999999989e-04 -8.901910000000000291e-04
6.771600000000000015e-04 -1.401050000000000038e-03
1.017429999999999940e-03 -1.678859999999999901e-03
1.205670000000000049e-03 -1.681379999999999897e-03
1.190349999999999958e-03 -1.437890000000000045e-03
9.648550000000000312e-04 -1.034580000000000005e-03
5.705810000000000179e-04 -5.317300000000000065e-04
8.072330000000000011e-05 7.941769999999999689e-05
-4.228149999999999964e-04 7.812900000000000227e-04
-8.635960000000000034e-04 1.442670000000000063e-03
-1.176430000000000010e-03 1.892039999999999998e-03
-1.314550000000000050e-03 2.011699999999999947e-03
-1.256680000000000037e-03 1.758229999999999949e-03
-1.006039999999999929e-03 1.154719999999999922e-03
-5.845979999999999753e-04 2.948450000000000138e-04
-3.500919999999999678e-05 -6.338589999999999633e-04
5.690619999999999533e-04 -1.410620000000000016e-03
1.121889999999999953e-03 -1.891719999999999947e-03
1.506979999999999995e-03 -2.044100000000000084e-03
1.631580000000000096e-03 -1.891099999999999942e-03
1.454959999999999934e-03 -1.470310000000000063e-03
1.000660000000000004e-03 -8.358410000000000362e-04
3.513349999999999828e-04 -3.800890000000000128e-05
-3.721919999999999764e-04 8.576239999999999732e-04
-1.039599999999999899e-03 1.698840000000000072e-03
-1.536400000000000049e-03 2.280869999999999946e-03
-1.780930000000000013e-03 2.443190000000000032e-03
-1.731160000000000034e-03 2.104840000000000183e-03
-1.383359999999999928e-03 1.295289999999999940e-03
-7.718389999999999669e-04 1.848499999999999937e-04
2.357149999999999954e-05 -9.409489999999999521e-04
8.720139999999999489e-04 -1.811300000000000063e-03
1.607149999999999898e-03 -2.311699999999999866e-03
2.067269999999999958e-03 -2.450200000000000034e-03
2.140180000000000207e-03 -2.225280000000000053e-03
1.792479999999999941e-03 -1.601870000000000030e-03
1.079639999999999983e-03 -6.278920000000000117e-04
1.378309999999999887e-04 5.183679999999999538e-04
-8.465070000000000320e-04 1.605990000000000065e-03
-1.683500000000000101e-03 2.419020000000000024e-03
-2.220479999999999936e-03 2.790159999999999862e-03
-2.359469999999999797e-03 2.595469999999999895e-03
-2.059640000000000169e-03 1.822339999999999984e-03
-1.346280000000000046e-03 6.421040000000000037e-04
-3.268430000000000011e-04 -6.512420000000000101e-04
8.094779999999999771e-04 -1.756140000000000001e-03
1.825889999999999935e-03 -2.469439999999999830e-03
2.496749999999999838e-03 -2.706300000000000025e-03
2.664650000000000178e-03 -2.440639999999999997e-03
2.277969999999999821e-03 -1.718209999999999963e-03
1.406289999999999927e-03 -6.848209999999999541e-04
2.289260000000000101e-04 4.997219999999999700e-04
-1.007979999999999900e-03 1.670169999999999901e-03
-2.050639999999999841e-03 2.584899999999999785e-03
-2.688349999999999941e-03 2.947229999999999902e-03
-2.787410000000000148e-03 2.589220000000000150e-03
-2.315080000000000176e-03 1.627189999999999930e-03
-1.352099999999999960e-03 3.554580000000000109e-04
-8.275669999999999999e-05 -9.165720000000000464e-04
1.238219999999999946e-03 -1.959550000000000007e-03
2.332139999999999908e-03 -2.608130000000000170e-03
2.949240000000000108e-03 -2.705260000000000130e-03
2.928140000000000083e-03 -2.219679999999999917e-03
2.252409999999999829e-03 -1.297570000000000060e-03
1.070070000000000006e-03 -1.395980000000000007e-04
-3.463569999999999908e-04 1.030990000000000075e-03
