# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.459556387389440000e+14 1.326891357175808000e+15 0.000000000000000000e+00 0.000000000000000000e+00 1.383090870026240000e+14 1.081931051565056000e+15 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 8.178371072000000000e+09 1.672607334400000000e+11 1.025002915412187576e-03 2.642462495714426041e-04 9.615255552000000000e+09 6.442191667200000000e+10 1.025004312396049500e-03 2.642462495714426041e-04
2.000000000000000000e+03 1.768421171200000000e+10 2.198828318720000000e+11 4.043128283228725195e-04 7.751880912110209465e-05 1.645586739200000000e+10 1.823261163520000000e+11 4.043132066726684570e-04 7.751886005280539393e-05
3.000000000000000000e+03 6.948323328000000000e+09 1.563220705280000000e+11 5.901242184336297214e-05 2.074569601973053068e-05 8.349360128000000000e+09 7.059577241600000000e+10 5.901242184336297214e-05 2.074573785648681223e-05
4.000000000000000000e+03 6.208465408000000000e+09 1.481183395840000000e+11 1.565914681123103946e-05 2.649419229783234186e-06 7.577695232000000000e+09 7.642121830400000000e+10 1.565895945532247424e-05 2.649473799465340562e-06
5.000000000000000000e+03 6.083299840000000000e+09 1.498679377920000000e+11 3.087836012127809227e-05 8.809323844616301358e-06 6.671851520000000000e+09 1.194793615360000000e+11 3.087844015681184828e-05 8.809113751340191811e-06
6.000000000000000000e+03 5.368768000000000000e+09 1.369986007040000000e+11 4.765543053508736193e-06 2.067763716695480980e-06 6.588435456000000000e+09 8.501357772800000000e+10 4.765519861393840984e-06 2.067708010144997388e-06
7.000000000000000000e+03 6.183910912000000000e+09 1.418519019520000000e+11 9.021658229357853997e-07 4.289754826913849683e-07 7.765173248000000000e+09 8.126867865600000000e+10 9.021880487125599757e-07 4.289723563033476239e-07
8.000000000000000000e+03 7.209857536000000000e+09 1.473489960960000000e+11 4.990414709027390927e-06 2.464587467443379865e-08 6.839496704000000000e+09 1.173787525120000000e+11 4.990332854504231364e-06 2.464237525146018015e-08
9.000000000000000000e+03 4.891877376000000000e+09 1.343162449920000000e+11 2.800612151077075396e-07 2.012895237157863448e-07 5.675376640000000000e+09 8.698745651200000000e+10 2.800735501296003349e-07 2.012848767662944738e-07
1.000000000000000000e+04 7.125211136000000000e+09 1.367509565440000000e+11 1.341545328159554629e-07 2.243891231046291068e-06 9.142704128000000000e+09 8.449164902400000000e+10 1.341499711315918830e-07 2.243885091957054101e-06
1.100000000000000000e+04 5.148420096000000000e+09 1.273587793920000000e+11 1.146991126006469131e-04 4.229979531373828650e-04 5.966008320000000000e+09 9.993669836800000000e+10 1.146993745351210237e-04 4.229985061101615429e-04
1.200000000000000000e+04 4.877713408000000000e+09 1.284519198720000000e+11 7.134635961847379804e-05 2.531331265345215797e-04 5.718540288000000000e+09 1.009723473920000000e+11 7.134598126867786050e-05 2.531327772885560989e-04
1.300000000000000000e+04 4.832458752000000000e+09 1.295105802240000000e+11 4.802055264008231461e-05 1.670440688030794263e-04 5.671363072000000000e+09 1.019553218560000000e+11 4.802051262231543660e-05 1.670434139668941498e-04
1.400000000000000000e+04 4.785398784000000000e+09 1.303830773760000000e+11 2.658653647813480347e-05 9.643039084039628506e-05 5.583972864000000000e+09 1.027744645120000000e+11 2.658656558196526021e-05 9.643033990869298577e-05
1.500000000000000000e+04 4.768757248000000000e+09 1.307696824320000000e+11 5.728014002670533955e-06 3.599582487368024886e-05 5.515858944000000000e+09 1.031935344640000000e+11 5.727978077629813924e-06 3.599576666601933539e-05
1.600000000000000000e+04 4.807996416000000000e+09 1.303515463680000000e+11 1.127017554836129420e-07 5.203997261560289189e-06 5.517755392000000000e+09 1.029376409600000000e+11 1.127111346477249754e-07 5.203982254897709936e-06
1.700000000000000000e+04 4.841399296000000000e+09 1.298812600320000000e+11 2.171302185161039233e-06 5.552444193313021970e-08 5.461263360000000000e+09 1.026914877440000000e+11 2.171306960008223541e-06 5.552949033926779521e-08
1.800000000000000000e+04 4.860197376000000000e+09 1.290165207040000000e+11 2.447927727189380676e-06 2.762544397683086572e-07 5.406555648000000000e+09 1.022217338880000000e+11 2.447944098094012588e-06 2.762639610409678426e-07
1.900000000000000000e+04 4.844899328000000000e+09 1.277836492800000000e+11 1.799804635993496049e-06 6.912860612828808371e-07 5.371241984000000000e+09 1.016284200960000000e+11 1.799818619474535808e-06 6.912925982760498300e-07
2.000000000000000000e+04 4.905375744000000000e+09 1.262374584320000000e+11 1.314994278800440952e-06 9.975824468710925430e-07 5.355959808000000000e+09 1.010793840640000000e+11 1.314994051426765509e-06 9.976020010071806610e-07
2.100000000000000000e+04 6.168811008000000000e+09 1.242741063680000000e+11 9.013617159325804096e-07 5.228899908615858294e-07 5.805594112000000000e+09 1.006386380800000000e+11 9.013665476231835783e-07 5.229152293395600282e-07
2.200000000000000000e+04 5.270021632000000000e+09 1.335313612800000000e+11 1.705229351500747725e-06 8.573832928959745914e-06 6.381038080000000000e+09 8.336550297600000000e+10 1.705232648419041652e-06 8.573846571380272508e-06
2.300000000000000000e+04 5.313021952000000000e+09 1.341276733440000000e+11 3.950089819682034431e-07 5.075034096080344170e-06 6.433588736000000000e+09 8.284100198400000000e+10 3.950110851747012930e-07 5.075007720733992755e-06
2.400000000000000000e+04 5.537075200000000000e+09 1.366725263360000000e+11 2.596185266767747635e-09 2.438190222164848819e-06 6.740341248000000000e+09 8.077301350400000000e+10 2.595236248126298051e-09 2.438159754092339426e-06
2.500000000000000000e+04 5.816394240000000000e+09 1.387720867840000000e+11 2.670692254014284117e-07 8.883757232069910970e-07 7.121289216000000000e+09 7.908807475200000000e+10 2.670742844657070236e-07 8.883858413355483208e-07
2.600000000000000000e+04 6.017016832000000000e+09 1.364625899520000000e+11 5.736167736358765978e-07 4.646746560865722131e-07 7.482611200000000000e+09 8.066065203200000000e+10 5.736209800488722976e-07 4.646803688501677243e-07
2.700000000000000000e+04 6.202188288000000000e+09 1.358788935680000000e+11 4.643658542136108736e-07 3.612742318637174321e-07 7.770413568000000000e+09 8.112729292800000000e+10 4.643696627226745477e-07 3.612654211337940069e-07
2.800000000000000000e+04 4.984153600000000000e+09 1.284524441600000000e+11 1.124326445278711617e-07 5.280042500999115873e-07 5.370465792000000000e+09 1.054119690240000000e+11 1.124333479651795642e-07 5.280181767375324853e-07
2.900000000000000000e+04 5.174438912000000000e+09 1.311148605440000000e+11 2.299531161042978056e-07 4.197688951990130590e-07 5.438397440000000000e+09 1.083371274240000000e+11 2.299458543575383374e-07 4.197563612251542509e-07
3.000000000000000000e+04 4.885968384000000000e+09 1.244470804480000000e+11 8.172322623067884706e-07 1.026852032737224363e-06 5.352742400000000000e+09 1.020342108160000000e+11 8.172364687197841704e-07 1.026854533847654238e-06
3.100000000000000000e+04 4.876377088000000000e+09 1.239482449920000000e+11 7.409767022181767970e-07 6.249849775485927239e-07 5.387496960000000000e+09 1.017349242880000000e+11 7.409670956803893205e-07 6.249864554774831049e-07
3.200000000000000000e+04 4.993460736000000000e+09 1.186073886720000000e+11 8.389822028220805805e-07 6.270828976084885653e-07 5.295248384000000000e+09 9.717143961600000000e+10 8.389898766836267896e-07 6.270861945267824922e-07
3.300000000000000000e+04 4.892363264000000000e+09 1.175342366720000000e+11 4.671314570714457659e-07 4.883290216639579739e-07 5.511275520000000000e+09 9.654336716800000000e+10 4.671346403029019712e-07 4.883295332547277212e-07
3.400000000000000000e+04 5.161114624000000000e+09 1.237217525760000000e+11 4.288137915864353999e-07 5.492549970398385994e-09 6.196250112000000000e+09 9.053391257600000000e+10 4.288150137199409073e-07 5.491566312798568106e-09
3.500000000000000000e+04 5.663440896000000000e+09 1.416595210240000000e+11 4.384236262922058813e-07 3.198633180545584764e-08 5.893402624000000000e+09 1.191079444480000000e+11 4.384217788810929051e-07 3.198849540808623715e-08
3.600000000000000000e+04 5.330918400000000000e+09 1.336336220160000000e+11 1.287440767328007496e-07 2.693728262670447293e-08 5.650560512000000000e+09 1.122684928000000000e+11 1.287464215238287579e-07 2.693506573336890142e-08
3.700000000000000000e+04 5.122780672000000000e+09 1.199257108480000000e+11 2.988927008118480444e-07 4.640448736381586059e-08 6.015551488000000000e+09 9.362207539200000000e+10 2.988886365073994966e-07 4.640468631578187342e-08
3.800000000000000000e+04 5.196729856000000000e+09 1.227513282560000000e+11 7.528211831697717571e-09 1.324475529251856187e-10 5.729207296000000000e+09 1.044382515200000000e+11 7.528373480170102994e-09 1.323886000825780229e-10
3.900000000000000000e+04 5.349189120000000000e+09 1.204863057920000000e+11 1.956985018480850158e-09 8.384624106128057974e-10 5.866476032000000000e+09 1.039495823360000000e+11 1.956902417887818046e-09 8.386377148283941096e-10
4.000000000000000000e+04 5.348926976000000000e+09 1.186803056640000000e+11 7.238059041014821560e-09 1.386334069763961452e-08 5.938999296000000000e+09 1.025337098240000000e+11 7.238257104802414688e-09 1.386367021183332326e-08
4.100000000000000000e+04 5.416962048000000000e+09 1.182949867520000000e+11 1.879832400852876617e-10 1.329390930671081605e-09 5.972140544000000000e+09 1.027344711680000000e+11 1.879321698261549045e-10 1.329322985021974546e-09
4.200000000000000000e+04 5.422325760000000000e+09 1.166144225280000000e+11 2.706790169781925215e-08 1.404315330688632457e-08 6.008184320000000000e+09 1.014048276480000000e+11 2.706751800474194170e-08 1.404254668102566939e-08
4.300000000000000000e+04 5.426426880000000000e+09 1.170251366400000000e+11 3.117216706982617325e-08 1.710835206836236466e-08 6.006628352000000000e+09 1.017617039360000000e+11 3.117183666745404480e-08 1.710835206836236466e-08
