# x, y
0.000000000000000000e+00 -3.620502913123507442e-07 -1.207607587812038820e-06 3.088595463741880704e-06 7.312472428008580329e-05
0.000000000000000000e+00 -3.620502913123507442e-07 -1.207607587812038820e-06 3.088595463741880704e-06 7.312472428008580329e-05
0.000000000000000000e+00 -3.620502913123507442e-07 -1.207607587812038820e-06 3.088595463741880704e-06 7.312472428008580329e-05
0.000000000000000000e+00 -3.620502913123507442e-07 -1.207607587812038820e-06 3.088595463741880704e-06 7.312472428008580329e-05
0.000000000000000000e+00 -3.620502913123507442e-07 -1.207607587812038820e-06 3.088595463741880704e-06 7.312472428008580329e-05
1.000000000000000000e+00 -3.137669805436816423e-02 -3.258066233627941732e-02 -4.889605549386190353e-02 3.311727033481905169e-03
5.000000000000000000e-01 8.117696274548347191e-02 -4.913918341268912193e-02 -7.843482361531640967e-02 -2.250114090998951433e-01
2.500000000000000000e-01 -2.178278595007374363e-01 1.147858131645798918e-01 -1.893047294522108015e-01 -7.217457444057377713e-03
7.500000000000000000e-01 5.120848989153756747e-01 4.017220134779325713e-02 -2.971671204954354217e-03 -8.016465232669586216e-01
1.250000000000000000e-01 1.592299618175456455e-01 -7.243686013964735493e-02 1.393583522217320125e-01 -3.202056109953307916e-02
6.250000000000000000e-01 3.711026514748178573e-01 -5.895564902566403920e-02 -3.707162632916125022e-02 -7.813081864094826301e-01
3.750000000000000000e-01 1.237151451998111940e-01 -5.032317226219625017e-02 1.296440741135128638e-01 6.975667242192390427e-02
8.750000000000000000e-01 8.422378188843411551e-02 -7.381772251548360253e-02 -4.436111892846065358e-02 -1.211165325463588877e-01
6.250000000000000000e-02 -2.221309916789633576e-02 1.359424201743310995e-02 -4.719498722180812122e-02 -6.846777214506290232e-02
5.625000000000000000e-01 -3.002654992622115770e-01 1.069060232441394892e-01 1.006412817363127599e-01 6.609258769794789101e-01
3.125000000000000000e-01 -1.154613744922950019e-01 5.786782938071405313e-02 -6.319522776366429118e-02 9.078422825045248667e-02
8.125000000000000000e-01 -2.580193612425270011e-01 5.960665226584636878e-02 -2.173538114000186927e-03 3.726954093585043148e-01
1.875000000000000000e-01 1.979279648447601070e-01 -1.148959109785964994e-01 2.099165994797449752e-01 1.294971344144089376e-01
6.875000000000000000e-01 -5.067027511142895291e-01 -1.287091459147755856e-02 -4.600563942300317510e-02 8.944375408826090723e-01
4.375000000000000000e-01 1.566124290734295377e-01 -5.779530078190392439e-02 1.342696084396925033e-02 -3.220249821257443190e-01
9.375000000000000000e-01 9.266295046929395179e-03 5.553987385338700344e-02 6.027677050215352050e-02 2.850090131889202946e-02
3.125000000000000000e-02 3.515111590504587952e-03 -4.462907590093860392e-03 1.186611991724599753e-02 2.761383667112889129e-02
5.312500000000000000e-01 1.472232271209527044e-01 -1.203956200465535267e-02 3.182866003924725989e-02 -3.049195325691787528e-01
2.812500000000000000e-01 2.698830662336280106e-01 -1.067823771239941044e-01 1.937417997094482980e-01 -4.116350238450192101e-02
7.812500000000000000e-01 -1.681098781887857552e-02 4.362068973713448816e-01 2.528267471134970079e-01 1.004089924622841856e-02
1.562500000000000000e-01 -3.007148276465309022e-01 1.330109708003103242e-01 -2.577574035550755371e-01 -5.761661050854160332e-02
6.562500000000000000e-01 -2.016786826672923028e-01 2.106286461581757252e-01 2.994422851666494467e-01 4.749417898215559930e-01
4.062500000000000000e-01 -1.585437995345091999e-01 5.932710792628217988e-02 -9.523903015044812848e-02 1.208930330331476344e-01
9.062500000000000000e-01 -4.001366239712798867e-02 2.254916608987328763e-01 8.371774077003819869e-02 -1.942433960326750420e-02
9.375000000000000000e-02 -2.591542790779927802e-02 6.832717400398567037e-03 7.097393068211190620e-03 7.622635939425286000e-02
5.937500000000000000e-01 5.305099059509821302e-02 -1.082184500357483703e-01 -1.706314794179838445e-01 -1.839992151490021655e-01
3.437500000000000000e-01 -2.499481385102802003e-02 2.436049142796309352e-02 -9.954178202534355591e-02 -1.437782375222470821e-01
8.437500000000000000e-01 3.889747450066089601e-02 -3.494527197392639506e-01 -1.612698138034894535e-01 4.553502260903470600e-02
2.187500000000000000e-01 2.682496872005067992e-02 -1.102294702754900470e-02 -1.424818310084156534e-02 -6.024992821774639851e-02
7.187500000000000000e-01 1.820628508298210713e-01 -3.350759703439465387e-01 -3.616568912864901453e-01 -3.559748267718317316e-01
4.687500000000000000e-01 -1.769968777096611601e-01 5.447375764409691234e-02 5.901651419672335891e-02 4.076947723504266152e-01
9.687500000000000000e-01 2.277467883383766517e-02 -1.153421018604430387e-01 -5.668336990583671547e-02 -1.365720361060013960e-02
1.562500000000000000e-02 7.723225457124599578e-05 -2.812103177244169253e-04 7.462052501825454723e-04 4.414993530089598821e-03
5.156250000000000000e-01 -4.035491332887112259e-01 1.593533345946727131e-01 -9.396846524788191046e-02 4.767360847011578029e-01
2.656250000000000000e-01 1.897275435637470198e-01 -9.909136026895076776e-02 1.474148168078864007e-01 -6.228627903615942263e-02
7.656250000000000000e-01 -2.120147329510035372e-01 -3.567107731376527036e-01 -1.178398283595981644e-01 4.844016687710144264e-01
