# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.018013715744018555e+00 7.127228393554687500e+02 2.736973144531250000e+03 1.018013715744018555e+00 7.127228393554687500e+02 2.736973144531250000e+03
1.000000000000000000e+03 7.648115158081054688e+00 4.464527964591979980e-01 4.633550047874450684e-01 7.648115158081054688e+00 4.464527964591979980e-01 4.633550047874450684e-01
2.000000000000000000e+03 7.376472949981689453e+00 1.090500876307487488e-01 9.634686261415481567e-02 7.376472949981689453e+00 1.090500876307487488e-01 9.634686261415481567e-02
3.000000000000000000e+03 7.330975532531738281e+00 4.200056195259094238e-02 4.552582651376724243e-02 7.330975532531738281e+00 4.200056195259094238e-02 4.552582651376724243e-02
4.000000000000000000e+03 7.322873115539550781e+00 2.167248167097568512e-02 3.090819343924522400e-02 7.322873115539550781e+00 2.167248167097568512e-02 3.090819343924522400e-02
5.000000000000000000e+03 7.319531917572021484e+00 1.273248624056577682e-02 2.491281181573867798e-02 7.319531917572021484e+00 1.273248624056577682e-02 2.491281181573867798e-02
6.000000000000000000e+03 7.317810535430908203e+00 7.913254201412200928e-03 2.146713249385356903e-02 7.317810535430908203e+00 7.913254201412200928e-03 2.146713249385356903e-02
7.000000000000000000e+03 7.316905498504638672e+00 5.302782170474529266e-03 1.917247101664543152e-02 7.316905498504638672e+00 5.302782170474529266e-03 1.917247101664543152e-02
8.000000000000000000e+03 7.316417694091796875e+00 3.914151340723037720e-03 1.766744069755077362e-02 7.316417694091796875e+00 3.914151340723037720e-03 1.766744069755077362e-02
9.000000000000000000e+03 7.316343307495117188e+00 3.275473136454820633e-03 1.960642822086811066e-02 7.316343307495117188e+00 3.275473136454820633e-03 1.960642822086811066e-02
1.000000000000000000e+04 7.316145896911621094e+00 2.991362242028117180e-03 1.630889810621738434e-02 7.316145896911621094e+00 2.991362242028117180e-03 1.630889810621738434e-02
1.100000000000000000e+04 7.315880775451660156e+00 2.853293204680085182e-03 1.585001312196254730e-02 7.315880775451660156e+00 2.853293204680085182e-03 1.585001312196254730e-02
1.200000000000000000e+04 7.315777778625488281e+00 2.784695243462920189e-03 1.558302529156208038e-02 7.315777778625488281e+00 2.784695243462920189e-03 1.558302529156208038e-02
1.300000000000000000e+04 7.315221309661865234e+00 2.839433262124657631e-03 1.778806373476982117e-02 7.315221309661865234e+00 2.839433262124657631e-03 1.778806373476982117e-02
1.400000000000000000e+04 7.315562725067138672e+00 2.750126877799630165e-03 1.538124773651361465e-02 7.315562725067138672e+00 2.750126877799630165e-03 1.538124773651361465e-02
1.500000000000000000e+04 7.315300464630126953e+00 2.712073503062129021e-03 1.626054570078849792e-02 7.315300464630126953e+00 2.712073503062129021e-03 1.626054570078849792e-02
1.600000000000000000e+04 7.315686702728271484e+00 2.654555020853877068e-03 1.500292681157588959e-02 7.315686702728271484e+00 2.654555020853877068e-03 1.500292681157588959e-02
1.700000000000000000e+04 7.315963268280029297e+00 2.634399337694048882e-03 1.497586630284786224e-02 7.315963268280029297e+00 2.634399337694048882e-03 1.497586630284786224e-02
1.800000000000000000e+04 7.315690994262695312e+00 2.712081652134656906e-03 1.502693723887205124e-02 7.315690994262695312e+00 2.712081652134656906e-03 1.502693723887205124e-02
1.900000000000000000e+04 7.315543174743652344e+00 2.608830109238624573e-03 1.493727043271064758e-02 7.315543174743652344e+00 2.608830109238624573e-03 1.493727043271064758e-02
2.000000000000000000e+04 7.315493583679199219e+00 2.601910848170518875e-03 1.492705196142196655e-02 7.315493583679199219e+00 2.601910848170518875e-03 1.492705196142196655e-02
2.100000000000000000e+04 7.315602779388427734e+00 4.663485102355480194e-03 1.689427718520164490e-02 7.315602779388427734e+00 4.663485102355480194e-03 1.689427718520164490e-02
2.200000000000000000e+04 7.315522193908691406e+00 2.584092319011688232e-03 1.481068506836891174e-02 7.315522193908691406e+00 2.584092319011688232e-03 1.481068506836891174e-02
2.300000000000000000e+04 7.316514015197753906e+00 2.674352610483765602e-03 1.469709631055593491e-02 7.316514015197753906e+00 2.674352610483765602e-03 1.469709631055593491e-02
2.400000000000000000e+04 7.315262317657470703e+00 2.587393159046769142e-03 1.515350956469774246e-02 7.315262317657470703e+00 2.587393159046769142e-03 1.515350956469774246e-02
2.500000000000000000e+04 7.315457820892333984e+00 2.612200565636157990e-03 1.487345993518829346e-02 7.315457820892333984e+00 2.612200565636157990e-03 1.487345993518829346e-02
2.600000000000000000e+04 7.315910339355468750e+00 3.954664338380098343e-03 1.465505082160234451e-02 7.315910339355468750e+00 3.954664338380098343e-03 1.465505082160234451e-02
2.700000000000000000e+04 7.315858364105224609e+00 2.626057015731930733e-03 1.502509322017431259e-02 7.315858364105224609e+00 2.626057015731930733e-03 1.502509322017431259e-02
