# step, loss_train, loss_test, metrics_test
2.800000000000000000e+04 7.315390586853027344e+00 2.564018359407782555e-03 1.491545606404542923e-02 7.315390586853027344e+00 2.564018359407782555e-03 1.491545606404542923e-02
2.900000000000000000e+04 7.315472126007080078e+00 2.557141706347465515e-03 1.465157605707645416e-02 7.315472126007080078e+00 2.557141706347465515e-03 1.465157605707645416e-02
3.000000000000000000e+04 7.314590454101562500e+00 2.692321548238396645e-03 1.866724342107772827e-02 7.314590454101562500e+00 2.692321548238396645e-03 1.866724342107772827e-02
3.100000000000000000e+04 7.314724445343017578e+00 2.667661057785153389e-03 1.924124546349048615e-02 7.314724445343017578e+00 2.667661057785153389e-03 1.924124546349048615e-02
3.200000000000000000e+04 7.315402507781982422e+00 2.716191578656435013e-03 1.467047724872827530e-02 7.315402507781982422e+00 2.716191578656435013e-03 1.467047724872827530e-02
3.300000000000000000e+04 7.315450668334960938e+00 2.550322329625487328e-03 1.457792520523071289e-02 7.315450668334960938e+00 2.550322329625487328e-03 1.457792520523071289e-02
3.400000000000000000e+04 7.315557956695556641e+00 2.564018359407782555e-03 1.458957232534885406e-02 7.315557956695556641e+00 2.564018359407782555e-03 1.458957232534885406e-02
3.500000000000000000e+04 7.315031528472900391e+00 2.681460930034518242e-03 1.702516712248325348e-02 7.315031528472900391e+00 2.681460930034518242e-03 1.702516712248325348e-02
3.600000000000000000e+04 7.315446853637695312e+00 2.565652364864945412e-03 1.451842486858367920e-02 7.315446853637695312e+00 2.565652364864945412e-03 1.451842486858367920e-02
3.700000000000000000e+04 7.315189361572265625e+00 2.735281595960259438e-03 1.586024090647697449e-02 7.315189361572265625e+00 2.735281595960259438e-03 1.586024090647697449e-02
3.800000000000000000e+04 7.314924240112304688e+00 2.533735474571585655e-03 1.522016804665327072e-02 7.314924240112304688e+00 2.533735474571585655e-03 1.522016804665327072e-02
3.900000000000000000e+04 7.315117835998535156e+00 2.548755379393696785e-03 1.520037185400724411e-02 7.315117835998535156e+00 2.548755379393696785e-03 1.520037185400724411e-02
4.000000000000000000e+04 7.315095901489257812e+00 2.585199428722262383e-03 1.543023157864809036e-02 7.315095901489257812e+00 2.585199428722262383e-03 1.543023157864809036e-02
4.100000000000000000e+04 7.315348625183105469e+00 2.699257573112845421e-03 1.459588017314672470e-02 7.315348625183105469e+00 2.699257573112845421e-03 1.459588017314672470e-02
4.200000000000000000e+04 7.315716743469238281e+00 2.566204871982336044e-03 1.429344061762094498e-02 7.315716743469238281e+00 2.566204871982336044e-03 1.429344061762094498e-02
4.300000000000000000e+04 7.315099239349365234e+00 2.723518293350934982e-03 1.655352115631103516e-02 7.315099239349365234e+00 2.723518293350934982e-03 1.655352115631103516e-02
4.400000000000000000e+04 7.315312385559082031e+00 2.604062901809811592e-03 1.554187200963497162e-02 7.315312385559082031e+00 2.604062901809811592e-03 1.554187200963497162e-02
4.500000000000000000e+04 7.315299510955810547e+00 2.570848446339368820e-03 1.452763471752405167e-02 7.315299510955810547e+00 2.570848446339368820e-03 1.452763471752405167e-02
4.600000000000000000e+04 7.315268039703369141e+00 2.525425050407648087e-03 1.457480434328317642e-02 7.315268039703369141e+00 2.525425050407648087e-03 1.457480434328317642e-02
4.700000000000000000e+04 7.315500259399414062e+00 2.545820083469152451e-03 1.482266094535589218e-02 7.315500259399414062e+00 2.545820083469152451e-03 1.482266094535589218e-02
4.800000000000000000e+04 7.314909458160400391e+00 2.548719989135861397e-03 1.497025135904550552e-02 7.314909458160400391e+00 2.548719989135861397e-03 1.497025135904550552e-02
4.900000000000000000e+04 7.315214157104492188e+00 2.554351231083273888e-03 1.612758636474609375e-02 7.315214157104492188e+00 2.554351231083273888e-03 1.612758636474609375e-02
5.000000000000000000e+04 7.315249443054199219e+00 2.536054234951734543e-03 1.447462663054466248e-02 7.315249443054199219e+00 2.536054234951734543e-03 1.447462663054466248e-02
5.000000000000000000e+04 7.315249443054199219e+00 2.536054234951734543e-03 1.447462663054466248e-02 7.315249443054199219e+00 2.536054234951734543e-03 1.447462663054466248e-02
5.100000000000000000e+04 7.308709144592285156e+00 2.926191780716180801e-03 1.533418055623769760e-02 7.308709144592285156e+00 2.926191780716180801e-03 1.533418055623769760e-02
5.200000000000000000e+04 7.284072875976562500e+00 3.627735888585448265e-03 1.541632786393165588e-02 7.284072875976562500e+00 3.627735888585448265e-03 1.541632786393165588e-02
5.300000000000000000e+04 7.042076587677001953e+00 9.317404590547084808e-03 2.615167386829853058e-02 7.042076587677001953e+00 9.317404590547084808e-03 2.615167386829853058e-02
5.400000000000000000e+04 6.712600231170654297e+00 4.582494962960481644e-03 2.041190303862094879e-02 6.712600231170654297e+00 4.582494962960481644e-03 2.041190303862094879e-02
5.500000000000000000e+04 6.578954219818115234e+00 5.467473063617944717e-03 2.167289331555366516e-02 6.578954219818115234e+00 5.467473063617944717e-03 2.167289331555366516e-02
5.600000000000000000e+04 6.542142868041992188e+00 3.963987808674573898e-03 1.944912783801555634e-02 6.542142868041992188e+00 3.963987808674573898e-03 1.944912783801555634e-02
5.700000000000000000e+04 6.520964145660400391e+00 4.184725694358348846e-03 2.027779817581176758e-02 6.520964145660400391e+00 4.184725694358348846e-03 2.027779817581176758e-02
5.800000000000000000e+04 6.497493267059326172e+00 5.364746320992708206e-03 1.972419768571853638e-02 6.497493267059326172e+00 5.364746320992708206e-03 1.972419768571853638e-02
5.900000000000000000e+04 6.460121154785156250e+00 5.868623033165931702e-03 2.100668475031852722e-02 6.460121154785156250e+00 5.868623033165931702e-03 2.100668475031852722e-02
6.000000000000000000e+04 6.426136016845703125e+00 5.581784527748823166e-03 1.982103288173675537e-02 6.426136016845703125e+00 5.581784527748823166e-03 1.982103288173675537e-02
6.100000000000000000e+04 6.284693241119384766e+00 9.350582957267761230e-03 2.355279400944709778e-02 6.284693241119384766e+00 9.350582957267761230e-03 2.355279400944709778e-02
6.200000000000000000e+04 6.203646659851074219e+00 5.666205193847417831e-03 2.171906083822250366e-02 6.203646659851074219e+00 5.666205193847417831e-03 2.171906083822250366e-02
6.300000000000000000e+04 6.159928321838378906e+00 5.850195884704589844e-03 1.902626268565654755e-02 6.159928321838378906e+00 5.850195884704589844e-03 1.902626268565654755e-02
6.400000000000000000e+04 6.122780799865722656e+00 7.584461010992527008e-03 1.922876201570034027e-02 6.122780799865722656e+00 7.584461010992527008e-03 1.922876201570034027e-02
6.500000000000000000e+04 6.022467136383056641e+00 7.760103791952133179e-03 2.375885844230651855e-02 6.022467136383056641e+00 7.760103791952133179e-03 2.375885844230651855e-02
